country_economy,level,policyType,keyPolicyMeasuresAndTargets,year,category,source,policyStage
Solomon Islands,National,Target,"EV sales share targets of 20%, 70%, and 100% by 2025, 2030, and 2035 for two-wheelers, and 100% for three-wheelers from 2025.",2022.0,2/3W,Government of the Solomon Islands,ZEV Mandates
Solomon Islands,National,Target,Targets for the installation of both slow and fast chargers between 2022 and 2035.,2022.0,EVSE,Government of the Solomon Islands,Unclear / Needs Review
Spain,Multi-national,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later than 2035 in leading markets.",2022.0,LDV,Accelerating to Zero Coalition,ZEV Mandates
Sweden,Multi-national,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later than 2035 in leading markets.",2022.0,LDV,Accelerating to Zero Coalition,ZEV Mandates
Sweden,Multi-national,Ambition,"The pledge goal is 100% zero-emission LDV acquisitions of civil government owned and operated fleet, with aspirations for 100% zero-emission M/HDV acquisitions, by no later than 2035.",2022.0,"LDV, M/HDV",Zero Emissions Government Fleet Declaration,ZEV Mandates
Switzerland,National,Ambition,"50% of new registrations to be BEV/PHEV, and 20 000 charging stations by 2025.",2022.0,"LDV, EVSE",Roadmap Elektromobiliät (a public-private initiative),Infrastructure Spending
Tajikistan,National,Legislation,"Electric transport development programme aims to create charging and maintenance points for EVs, facilitate battery disposal, and establish production for EVs and spare parts.",2022.0,Multiple,Government of Tajikistan,Early EV R&D
Thailand,National,Legislation,Tax reductions and exemptions for EVs to promote their deployment.,2022.0,Taxation,Government of Thailand,Tax Credits
Tunisia,National,Legislation,Customs duties rates are reduced to 10% and value-added tax rate to 7% levied on electric car chargers.,2022.0,"EVSE, Taxation",Government of Tunisia,Unclear / Needs Review
Türkiye,Multi-national,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later than 2035 in leading markets.",2022.0,LDV,Accelerating to Zero Coalition,ZEV Mandates
Ukraine,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2022.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
United Arab Emirates,Subnational,Legislation,"Regulatory policy that sets out the fundamental principles for ownership, installation and management of EVSE, the electricity supply to EVSE, and pricing mechanisms.",2022.0,EVSE,Government of Dubai,Unclear / Needs Review
United Kingdom,Multi-national,Ambition,"Work towards all sales of new cars and vans being zero emission globally by 2040, or by no later than 2035 in leading markets.",2022.0,LDV,Accelerating to Zero Coalition,ZEV Mandates
United Kingdom,National,Legislation,"From April 2025, EVs will begin to pay excise duty, initially at the lowest rates; exemption from the ""Expensive Car Supplement"" will also end in April 2025.",2022.0,"Taxation, Multiple",Government of the United Kingdom,Unclear / Needs Review
United Kingdom,National,Ambition,"Electric vehicle infrastructure strategy: Around 300 000 public chargers expected as a minimum by 2030, and 6 000 fast chargers by 2035.",2022.0,EVSE,Government of the United Kingdom,Infrastructure Spending
United States,National,Legislation,"USD 6 billion grant programme, including USD 3 billion to fund the domestic production of materials needed for the EV supply chain, including the refining of nickel, lithium and cobalt, as well as rare earth metals (Infrastructure Investment and Jobs Act).",2022.0,Manufacturing,Government of the United States,EV Grants
United States,National,Legislation,"To qualify for federal tax credits, the vehicles must have undergone final assembly in North America, be made by a qualified manufacturer, and have a battery capacity of at least 7 kWh, and a gross vehicle weight of less than 6.5 t (Clean Vehicle Credit of the Inflation Reduction Act).",2022.0,Manufacturing,Government of the United States,Tax Credits
United States,National,Legislation,"To qualify for federal tax credits, a certain share of the critical minerals used to produce the battery must be extracted, processed or recycled in the United States, or come from countries with which the United States has free trade agreements, and certain shares of the value of the battery must have been manufactured or assembled in North America (Clean Vehicle Credit of the Inflation Reduction Act).",2022.0,Manufacturing,Government of the United States,Tax Credits
United States,National,Legislation,"Standards that would require an industry-wide fleet average of approximately 49 mpg for passenger cars and light trucks in model year 2026, by increasing fuel efficiency by 8% annually for model years 2024 and 2025, and 10% annually for model year 2026.",2022.0,LDV,Government of the United States,ZEV Mandates
United States,Subnational,Legislation,USD 1 billion funding for transportation electrification programme with 70% for M/HDV charging infrastructure and 30% for LDV charging in Municipal Utility Districts.,2022.0,EVSE,California Public Utilities Commission,Infrastructure Spending
United States,Subnational,Legislation,"Advanced Clean Cars Rule II (ACC-II) has set a target for 100% ZEVs in LDVs by 2035, starting with 36% sales requirement in 2026.",2022.0,LDV,California Air Resources Board,ZEV Mandates
United States,Subnational,Legislation,52 states and districts have submitted their plans and funding estimates for the National Electric Vehicle Infrastructure (NEVI) Program with budgets changing annually (totalling an estimated USD 855 million for 2024).,2022.0,EVSE,Joint office of Energy and Transportation,Infrastructure Spending
United States,Subnational,Legislation,Grants and incentives towards the purchase of new and used EVs and EVSE.,2022.0,"LDV, EVSE",Drive Electric Vermont,EV Grants
United States,Subnational,Legislation,100% ZEV share of LDV sales by 2030.,2022.0,LDV,Washington State Legislature,ZEV Mandates
United States,Multi-national,Ambition,"The pledge goal is 100% zero-emission LDV acquisitions of civil government owned and operated fleet, with aspirations for 100% zero-emission M/HDV acquisitions, by no later than 2035. The United States also specifically aims for 100% of all federal government acquisitions to be ZEV by 2035, for LDVs the target date is 2027.",2022.0,"LDV, M/HDV",Zero Emissions Government Fleet Declaration,ZEV Mandates
United States,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2022.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Viet Nam,National,Legislation,"Reduced excise tax for BEV cars and buses up to 24 passengers and LCVs (from 15% current tax rate), rates reduced to 2-3% (depending on model), to increase to 11% after 2027.",2022.0,Taxation,Government of Vietnam,Unclear / Needs Review
Viet Nam,National,Target,"Net zero greenhouse gas emissions in the transport sector by 2050, with a goal of 100% of road transport using electricity and green energy.",2022.0,Multiple,Government of Vietnam,Net-Zero Regulations
Zimbabwe,National,Target,Reduction of gasoline and diesel demand by ICE vehicles through the uptake of electric and hydrogen vehicles.,2022.0,Multiple,Government of Zimbabwe,ICE Bans
Armenia,National,Target,"Between 200 000 and 400 000 EVs deployed, as well as 10% of ICEs replaced with hybrids by 2050.",2023.0,LDV,Government of Armenia,Direct Subsidies
Australia,National,Ambition,National Battery Strategy which aims to support the development of the battery manufacturing industry in Australia.,2023.0,Manufacturing,Government of Australia,Early EV R&D
Austria,National,Legislation,Grants towards the purchase of EV buses depending on class.,2023.0,Bus,Government of Austria,EV Grants
Austria,National,Legislation,Grants towards the purchase of EV trucks depending on vehicle class.,2023.0,M/HDV,Government of Austria,EV Grants
Austria,National,Legislation,"EVs are exempt from standard consumption tax, motor-related insurance tax, and benefit-in-kind tax. Company vehicle EVs are tax deductible and VAT exempt.",2023.0,"Taxation, LDV",Government of Austria,Unclear / Needs Review
Austria,National,Legislation,"Grants available for private BEVs/FCEVs, and lower rates for PHEVs or EVs with a range extender. Commercial rates are also available.",2023.0,LDV,Government of Austria,EV Grants
Austria,National,Legislation,Grants towards electric two/three-wheelers.,2023.0,2/3W,Government of Austria,EV Grants
China,National,Legislation,"NEV exemption from vehicle purchase tax extended to the end of 2025, and a reduction of NEV vehicle purchase tax by 50% between 2026 - 2027.",2023.0,Taxation,"China, Ministry of Finance, State Taxation Administration, Ministry of Industry and Information Technology",Unclear / Needs Review
China,National,Ambition,"NEV sales to account for 45% of new vehicle sales by 2025, and 60% by 2030.",2023.0,Multiple,"China Society of Automotive Engineers, China Automotive Technology and Research Centre",ZEV Mandates
China,National,Target,NEV sales to account for 45% of new vehicle sales by 2027.,2023.0,Multiple,China State Council,Unclear / Needs Review
China,National,Target,"By 2025, establish a preliminary interactive network between vehicles and the grids and fully implement peak and valley (peak/off-peak) pricing mechanism for EV charging. In the 5 pilot cities, by 2025, aim to have 60% of annual EV charging electricity concentrated during valley price time, and 80% of private EV charging pile utilisation concentrated during valley price time. By 2030, fully establish the interactive network between vehicles and the grids, aiming to provide flexibility for the electricity system at 10 GW level.",2023.0,EVSE,China's National Development and Reform Commission,Early EV R&D
China,National,Ambition,"Establish a high-quality charging infrastructure system by 2030, ensuring city-level full coverage, highway-level linear coverage, and spotted-coverage of rural areas.",2023.0,EVSE,China State Council,Infrastructure Spending
China,National,Target,"By 2025, no less than 80% NEVs in new buses, taxes, municipal logistical vehicles, and municipal LCVs in key air pollution control regions; by 2025, no less than 80% coverage of fast chargers in highway service stations in key air pollution control regions, and no less than 60% in other regions. Encourage local government to provide support to charging infrastructure for NEV buses. Promote zero emission freight in the industry sector and logistical hubs.",2023.0,Multiple,China State Council,Infrastructure Spending
China,National,Target,"Pilot project to electrify public sector vehicles - 80% of new buses, taxis, sanitation vehicles, postal and urban logistics vehicles to be NEVs by 2025 with a number of charging piles equal to the amount of new NEVs installed.",2023.0,Multiple,"China, Ministry of Industry and Information Technology",Early EV R&D
China,Subnational,Target,Proportion of new energy and clean energy-powered transport vehicles to reach around 40% by 2030 (Plan for Carbon Peaking).,2023.0,LDV,Guangdong Provincial Government,ZEV Mandates
China,Subnational,Target,Proportion of new energy and clean energy-powered transport vehicles to reach around 40% by 2030 (Plan for Carbon Peaking).,2023.0,LDV,Guangxi Zhuang Autonomous Region Government,ZEV Mandates
China,Subnational,Target,"By 2025, construct over 400 000 charging piles, aiming to reach a car-charging pile ratio of 2:1.",2023.0,EVSE,Hunan Provincial Government,Direct Subsidies
China,Subnational,Target,Aims for carbon from urban transportation to peak by 2030 (Plan for Carbon Peaking in the Transport Sector).,2023.0,Bus,Shanghai Municipal Government,ICE Bans
China,Subnational,Target,Proportion of new energy- and clean energy-powered transport to reach around 40% by 2030 (Plan for Carbon Peaking).,2023.0,LDV,Shanxi Provincial Government,ZEV Mandates
Colombia,Multi-national,Ambition,30% ZEV sales in M/HDVs by 2030; 100% by 2040.,2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Croatia,National,Proposal,Grants available for alternatively fuelled trucks.,2023.0,M/HDV,Government of Croatia,EV Grants
Cyprus,National,Legislation,"Grants towards the purchase of new or used EVs, can be combined with a scrappage scheme, higher rates apply to taxis, disabled persons, ZEVs, and large family cars.",2023.0,LDV,Government of Cyprus,ZEV Mandates
Cyprus,National,Legislation,EUR 400 - 4 000 towards a new electric two/three-wheeler.,2023.0,2/3W,Government of Cyprus,Direct Subsidies
Cyprus,National,Legislation,Grants towards the purchase of a new ZEV M2 class bus.,2023.0,Bus,Government of Cyprus,ZEV Mandates
Denmark,National,Legislation,Tax reimbursement for BEV and a reduced rate for PHEVs when purchased as company cars from 2023-2026 and tax-free charging at work.,2023.0,"LDV, Taxation",Government of Denmark,Unclear / Needs Review
Denmark,National,Legislation,"Reduced registration taxes for zero- and low-emission cars, increasing gradually from 2026 to 2035. Typically, 60% discount for BEVs, and 35-50% discount for PHEVs. Aiming to reach the same registration tax as is seen on ICE.",2023.0,"LDV, Taxation",Government of Denmark,Unclear / Needs Review
Denmark,National,Legislation,Additional financing available for charging stations for housing associations.,2023.0,EVSE,Government of Denmark,Infrastructure Spending
European Union,Supranational,Legislation,"Alternative Fuels Infrastructure Regulation: with respect to electric vehicle charging infrastructure, the regulation sets targets to ensure minimum coverage of publicly accessible recharging points for both light- and heavy-duty vehicles. Coverage is ensured on the basis of maximum distance between recharging pools, minimum power output per charging pool and individual charger power output.",2023.0,"EVSE, Multiple",European Parliament,Infrastructure Spending
European Union,Supranational,Proposal,"The EU Net Zero Industry Act aims to scale up manufacturing of clean technologies in the European Union, including batteries.",2023.0,Manufacturing,European Commission,Net-Zero Regulations
Indonesia,National,Target,Indonesia sets aside USD 455 million to subsidise the sale of 1 million electric motorcycles.,2023.0,2/3W,Government of Indonesia,Unclear / Needs Review
Ireland,National,Legislation,"30% of stock, and 100% of sales passenger LDV sales to be EVs by 2030 (2023 reiteration of 100% sales target and formalisation of 30% stock target, ca. 950 000).",2023.0,LDV,Government of Ireland,ZEV Mandates
Ireland,National,Target,"35% ZEV share of HDV registrations by 2030, with an interim target of 700 units by 2025.",2023.0,M/HDV,Government of Ireland,ZEV Mandates
Israel,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Japan,National,Ambition,300 000 charging ports including 30 000 public fast chargers (and 1 000 hydrogen stations) by 2030.,2023.0,EVSE,Government of Japan,ZEV Mandates
Korea,National,Legislation,"Grants available towards the purchase of private and commercial LDVs, which can be combined with additional local incentives.",2023.0,LDV,Government of Korea,EV Grants
Korea,National,Legislation,Grants towards the purchase of electric buses.,2023.0,Bus,Government of Korea,EV Grants
Malaysia,National,Legislation,"Tax relief for companies investing in EVSE manufacturing, as well as import duty and sales tax exemptions for locally assembled EVs to the end of 2027, and imported EVs to the end of 2025.",2023.0,"Manufacturing, Taxation",Government of Malaysia,Tax Credits
Canada,Subnational,Target,"Target of 6,700 public fast-charging and 110,000 level 2 public charging stations by 2030 supported by an increased budget and amendments to building standards.",2023.0,EVSE,Government of Quebec,Infrastructure Spending
Chile,National,Proposal,National public charging infrastructure plan targeting charging stations along interurban routes at most every 100km apart.,2023.0,EVSE,Government of Chile,ICE Bans
Chile,National,Ambition,"Roadmap for promoting electromobility including near-term actions on charging, public transport, awareness and regulation.",2023.0,Multiple,Government of Chile,Infrastructure Spending
China,National,Legislation,"Updated Parallel Management Regulation for Corporate Average Fuel Consumption and NEV Credits: the required NEV proportion for 2024 and 2025 is set at 28% and 38%, respectively.",2023.0,LDV,"China, Ministry of Industry and Information Technology",ZEV Mandates
China,National,Target,"By 2025, in major ports in areas including Beijing-Tianjin-Heibei region, Yangtze River basin and the Greater Bay, reach 80% of connected waterway, railway, conveyor belt and NEVs in the transport of bulk cargos.",2023.0,M/HDV,"China, Ministry of Transport",Unclear / Needs Review
Brazil,National,Proposal,"National Green Mobility and Innovation Program (""MOVER""), Provisional Measure 1,205/2023 establishes new guidelines for the local automotive sector, including fleet sustainability requirements and incentives for the production of new technologies.",2023.0,Multiple,Government of Brazil,ZEV Mandates
Brazil,National,Proposal,"Resolution no. 532/2023 from the Executive Committee of the Foreign Chamber of Commerce establishes the gradual return of import tax on electric, hybrid and plug-in hybrid vehicles.",2023.0,Taxation,Government of Brazil,Unclear / Needs Review
Brazil,National,Proposal,Proposed Senate Bill No. 392/2023 obliges fuelling stations to have EV chargers.,2023.0,EVSE,Government of Brazil,Unclear / Needs Review
Cabo Verde,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Canada,National,Legislation,"Auto manufacturers and importers must meet annual ZEV targets for light-duty sales of 20% by 2026, 60% by 2030 and 100% by 2035 (ZEV availability standard).",2023.0,LDV,Government of Canada,ZEV Mandates
Canada,Subnational,Legislation,"Accelerated ZEV targets for light-duty sales of 26% by 2026, 90% by 2030 and 100% by 2035. Ahead of national ambition.",2023.0,LDV,Government of British Columbia,ZEV Mandates
France,National,Legislation,"Grants towards the purchase of a new BEV/FCEV, as well as used EVs and retrofits, bonuses for low-income individuals and/or when a vehicle is being scrapped.",2023.0,LDV,Government of France,EV Grants
France,National,Target,"Reach 400 000 public charging points by 2030, including at least 50 000 with fast charging for a total of 8 GW of public charging capacity.",2023.0,EVSE,Government of France,ZEV Mandates
France,National,Legislation,"EVs must meet a minimum environmental score based on production, assembly, battery, and transport and logistics in order to qualify for French subsidies.",2023.0,"Multiple, Manufacturing",Government of France,Unclear / Needs Review
Ghana,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Honduras,National,Proposal,"20% of the fleet being electric by 2050, and 100% zero or low emission vehicles for light vehicles sales by 2050.",2023.0,LDV,Government of Honduras,ZEV Mandates
Iceland,National,Legislation,Additional funding will be provided to the Energy Fund in 2024.,2023.0,Multiple,Government of Iceland,Unclear / Needs Review
Iceland,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
India,National,Legislation,Funding for charging infrastructure.,2023.0,EVSE,"India, Department of Heavy Industries",Infrastructure Spending
India,Subnational,Target,750 charging stations to be incentivised under the State EV policy.,2023.0,EVSE,"Government of Tamil Nadu, India",Infrastructure Spending
India,Subnational,Target,30% of bus stock to be electric by 2030.,2023.0,Bus,"Government of Tamil Nadu, India",ZEV Mandates
Luxembourg,National,Legislation,EVs eligible for lowest rate of car tax.,,"LDV, Taxation",Government of Luxembourg,Unclear / Needs Review
New Zealand,National,Target,Comprehensive EV charging strategy including a target for a charging hub every 150-200km on main highways by 2028.,2023.0,EVSE,Government of New Zealand,Early EV R&D
Nigeria,National,Legislation,Vehicle finance scheme aiming to facilitate the adoption of 45 000 passenger cars and 50 000 commercial vehicles per annum.,2023.0,"LDV, Taxation",Government of Nigeria,Direct Subsidies
Nigeria,National,Legislation,"Nigerian Automotive Industry Development Plan (NADIP) aims to boost local production of vehicles (40% local content target) and promote EVs (30% locally produced vehicles to be electric) by 2032, with incentives including reduced import duties and tax incentives for manufacturers.",2023.0,Manufacturing,Government of Nigeria,Early EV R&D
Norway,National,Legislation,Norway will introduce value added tax on higher-cost EV purchases from 2023; previously all EV sales were exempt from value added tax.,2023.0,"Taxation, LDV",Government of Norway,Unclear / Needs Review
Papua New Guinea,Multi-national,Ambition,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",2023.0,M/HDV,CALSTART: Drive to Zero MOU,ZEV Mandates
Philippines,National,Ambition,"Deployment of 600, almost 1 200, and almost 1 800 new BEVs over the period up to 2028, to 2034, and to 2040, respectively, in the Business as Usual case. In the Clean Energy Scenario these figures are over 2 200, almost 1 500, and over 1 600.",2023.0,Bus,Government of the Philippines,Unclear / Needs Review
Philippines,National,Ambition,"Deployment of almost 110 000, almost 200 000, and almost 300 000 new EVs over the period up to 2028, to 2034, and to 2040, respectively, in the Business as Usual case. In the Clean Energy Scenario these figures are over 550 000, almost 650 000, and over 850 000 and a greater share of early adoption is HEVs, with later adoption predominately BEVs.",2023.0,LDV,Government of the Philippines,Direct Subsidies
Philippines,National,Ambition,"Deployment of over 200 000, almost 400 000, and over 550 000 new EVs over the period up to 2028, to 2034, and to 2040, respectively, in the Business as Usual case. In the Clean Energy Scenario these figures are almost 1.9 million, over 1.2 million, and and almost 1.2 million.",2023.0,2/3W,Government of the Philippines,Direct Subsidies
Saint Lucia,National,Legislation,Reduced import duties for hybrid and electric vehicles.,2023.0,Taxation,Government of Saint Lucia,Unclear / Needs Review
Slovak Republic,National,Legislation,"Slovak Republic automotive EV action plan includes financial measures to suppport EVs and EVSE and legislative measures in the areas of taxation and infrastructure, among other measures.",2023.0,"Multiple, Manufacturing",Government of Slovak Republic,Infrastructure Spending
Slovak Republic,National,Legislation,"Grants available for BEVs and PHEVs. In addition to cars, light-commercial vehicles/vans up to 3.5 tonnes also qualify. The subsidy programme operates on a first-come, first-served basis, with both EVs and PHEVs covered by the same subsidy pool; the application process occurs when and where the vehicles are purchased; there are no vehicle price restrictions.",2023.0,LDV,Government of Slovak Republic,EV Grants
Switzerland,National,Proposal,"Legislative revision including support for recharging stations, an extension of tax exemptions for electric and hydrogen trucks until 2030, vehicle-to-grid incentives, and the possible adoption of the EU LDV CO2 emission standards, expected to come into force in 2025.",2023.0,Multiple,Swiss Federal Government,Infrastructure Spending
Tajikistan,National,Legislation,10 year exemption from taxes and custom fees for EV imports.,2023.0,Taxation,Government of Tajikistan,Unclear / Needs Review
United Arab Emirates,National,Target,Increase the share of EVs to 50% of the total fleet by 2050.,2023.0,Multiple,Government of Dubai,Direct Subsidies
United Kingdom,National,Legislation,"As part of the Advanced Manufacturing Plan, the Government announced USD 2.4 billion of new capital and R&D funding to 2030, boosting the United Kingdom's competitiveness and unlocking strategic investments in the UK automotive industry.",2023.0,Manufacturing,Government of the United Kingdom,Early EV R&D
United Kingdom,National,Proposal,"Regulations to improve the customer experience, in particular with regards to payments and reliability.",2023.0,EVSE,Government of the United Kingdom,Unclear / Needs Review
United States,National,Legislation,Subsidies in the form of tax credits for commercial EVs (Commercial Clean Vehicle Credit).,2023.0,M/HDV,Government of the United States,Tax Credits
United States,National,Legislation,"Grants and/or rebates available for the deployment of clean HDVs, including vehicles, infrastructure, and training (Clean Heavy-Duty Vehicle Program).",2023.0,M/HDV,Government of the United States,EV Grants
United States,National,Legislation,"Eligible commercial projects can receive 30% of the project cost, with fixed grants available for residential projects, both in the form of tax credits (Alternative Fuel Infrastructure Tax Credit).",2023.0,EVSE,Government of the United States,Tax Credits
United States,Subnational,Legislation,Grants and incentives towards the purchase or lease of new BEVs and PHEVs.,2023.0,LDV,Oregon Department of Environmental Quality,EV Grants
Australia,National,Legislation,"New Vehicle Efficiency Standard will reduce CO2 from new passenger vehicles by 60% between 2025 and 2029, and by 50% for light commercial vehicles.",2024.0,LDV,Government of Australia,Net-Zero Regulations
China,National,Ambition,A set of policies to support international trade of NEVs.,2024.0,Manufacturing,"China, Ministry of Commerce",Unclear / Needs Review
China,Subnational,Target,"By 2025, NEV production to reach more than 3 million, public NEV charging piles to reach more than 210 000 (A strategic action plan for the auto industry in Guangdong Province).",2024.0,"EVSE, Manufacturing",Guangdong Provincial Government,Direct Subsidies
China,Subnational,Legislation,"As a part of Henan Province's support to its economic development of the first quarter of the year, in addition to the national tax exemption to NEVs, Henan Provincial Government and municipal government jointly provide subsidies to NEV purchases at 5% of the retail price.",2024.0,LDV,Henan Provincial Government,Early EV R&D
China,Subnational,Ambition,"Increase the proportion of clean transportation, encourage companies to replace freight vehicless with NEVs and to promote the elimination of old diesel vehicles, build charging infrastructure in highway service areas, logistical hubs and hubs for freight vehicles.",2024.0,Multiple,Jilin Provincial Government,Infrastructure Spending
China,Subnational,Target,Construct 10 000 public EV charging piles in 2024.,2024.0,EVSE,Shanghai Municipal Government,Direct Subsidies
Ethiopia,National,Ambition,A ban on the import of non-EVs,2024.0,Multiple,Government of Ethiopia,ICE Bans
European Union,Supranational,Proposal,"CO2 emission standards: Fleet average reductions of 45% by 2030, 65% by 2035 and 90% by 2040. All new city buses to be ZEV by 2035.",2024.0,"M/HDV, Bus",European Commission,ZEV Mandates
Greece,National,Proposal,50% of new registrations of passenger cars and 40% of new registrations of LCVs must be electric by 2030 (National Energy Climate Plan).,2024.0,LDV,Government of Greece,ZEV Mandates
South Africa,National,Legislation,Specific investment incentives for the production of electric and hydrogen-powered vehicles under the Automotive Production Development Programme.,2024.0,"Manufacturing, Taxation",Government of South Africa,Early EV R&D
Sweden,National,Legislation,"Subsidy scheme for electric light commercial vehicles (SEK 50 000 gradually declining until phase-out at the end of 2025), as well as support for small- and medium-sized companies to invest in emission-free heavy trucks (covering up to 25% of the cost).",2024.0,"LDV, M/HDV",Government of Sweden,Direct Subsidies
United Kingdom,National,Legislation,"ZEV mandate: 80% of new cars and 70% of new vans sold in Great Britain will be zero emission by 2030, increasing to 100% by 2035.",2024.0,LDV,Government of the United Kingdom,ZEV Mandates
United States,National,Legislation,USD 131 million of funding to enhance battery supply chain and EV innovation.,2024.0,Manufacturing,Government of the United States,Unclear / Needs Review
United States,National,Legislation,USD 46 million of funding for EV charging network enhancement.,2024.0,EVSE,Government of the United States,Unclear / Needs Review
United States,National,Legislation,"Revision of existing standards to reduce GHG emissions from HDVs from model year 2027 through 2032, reductions of 25% (sleeper cab) to 60% (light-heavy vocational vehicles) across segments (Phase 3 CO2 emission standard).",2024.0,M/HDV,"United States, Environmental Protection Agency",Net-Zero Regulations
United States,National,Legislation,"Revised fuel economy standards for model years 2027 onwards, with projected reductions in CO2 emissions of 50% for LDVs and 40% for MDVs in 2032 compared to 2027.",2024.0,"LDV, M/HDV",Government of the United States,Unclear / Needs Review
United States,National,Legislation,"National Zero-Emission Freight Corridor Strategy is a phased approach starting with establishing hubs at rail, freight, and airports, expanding the network, and aiming for complete coverage between 2035 and 2040.",2024.0,"EVSE, M/HDV",Government of the United States,Early EV R&D
Uzbekistan,National,Ambition,2 500 charging stations by 2025.,,EVSE,Government of Uzbekistan,Infrastructure Spending
